Time Taken(ms), FPS
1.0234, 239.065
0.7441, 228.94
0.8954, 222.5075
0.6782, 224.7556
0.6898, 229.2358
0.6626, 231.3033
0.8569, 234.8953
0.7043, 233.1892
0.7836, 220.7439
0.6852, 215.9933
0.7534, 221.2024
0.6792, 224.9723
0.71, 229.7951
0.923, 232.7095
0.7248, 233.6693
0.7181, 235.5004
0.7608, 237.0472
0.8335, 238.7922
0.9732, 238.1186
0.8084, 237.2857
0.6698, 239.1483
0.6981, 231.7258
0.6832, 223.1261
0.7681, 228.3906
0.8021, 230.1275
0.798, 234.1418
0.7535, 235.8777
0.8927, 237.9782
0.7077, 239.8985
0.6599, 239.4518
0.6725, 243.4929
0.6676, 245.5466
0.7833, 249.3497
0.6646, 250.2691
0.6633, 252.8228
0.6974, 251.5859
0.7199, 254.5632
0.6785, 254.6507
0.7315, 256.7735
0.7204, 256.3633
0.6891, 255.7765
0.9848, 242.0987
0.7243, 243.4836
0.7092, 238.4997
0.6819, 240.0696
0.6661, 241.3784
0.672, 244.8684
0.6692, 247.4027
0.7127, 248.9913
0.6889, 250.5799
0.7277, 251.6509
0.6963, 252.7881
1.0701, 248.743
1.0582, 245.6397
0.8165, 239.716
0.7144, 235.6139
0.7445, 234.8289
0.6879, 233.4704
0.7329, 230.1174
0.7442, 230.0523
0.734, 217.5027
0.7349, 217.1662
0.6942, 213.6158
0.8165, 212.491
0.7811, 210.912
0.7575, 205.6859
0.6835, 197.769
0.6843, 199.7801
0.7206, 197.8007
0.676, 201.8516
0.8371, 199.926
0.9174, 198.3401
0.8607, 201.0874
0.9267, 200.0883
0.7724, 201.0962
0.727, 203.7892
0.6968, 204.4109
0.6958, 202.442
0.7824, 204.9118
0.6791, 206.5103
0.6965, 204.8552
0.6588, 202.849
0.7008, 203.1191
0.6978, 194.7808
0.6812, 198.0108
0.6758, 198.2178
0.7352, 198.6002
0.6783, 199.5261
0.6674, 202.2401
0.7015, 200.5251
0.6976, 200.6801
0.6673, 203.1863
0.7428, 206.5151
0.7682, 201.5615
0.7345, 198.8341
0.7703, 198.9603
0.8487, 200.5365
0.7121, 199.1079
0.8989, 200.0932
0.858, 199.2018
0.7046, 200.4883
0.68, 201.06
0.8842, 202.4543
0.6689, 205.1086
0.7, 206.363
0.763, 206.378
0.6892, 205.902
0.6807, 211.2547
0.7336, 215.8136
0.6967, 219.4245
0.7158, 222.4427
0.6562, 222.3964
0.6598, 226.9696
0.7749, 228.3976
0.6864, 229.4385
0.6846, 231.1695
0.7777, 233.4198
0.8027, 234.7884
0.8015, 237.7924
0.8299, 238.6758
1.1351, 239.1546
0.7911, 237.5468
0.7648, 238.0206
0.9632, 236.125
0.7148, 236.6119
0.6792, 232.4015
0.7206, 229.1682
0.6848, 216.5206
0.6631, 218.1293
0.6845, 214.0217
0.7671, 213.0637
0.6748, 214.6117
0.6946, 214.7001
0.846, 216.8603
0.6794, 216.783
0.6949, 218.1088
0.6584, 219.4662
0.7254, 214.2737
0.6739, 214.7219
0.7833, 213.6945
0.6773, 214.3894
0.6594, 215.581
0.732, 215.7802
0.6484, 217.732
0.676, 217.9342
0.7187, 216.6116
0.6766, 215.3663
0.6574, 215.1941
0.688, 217.4589
0.8121, 215.6663
0.8575, 214.7313
0.7121, 209.5608
0.6831, 213.1911
0.664, 213.7079
0.7933, 214.2091
0.6919, 213.9178
0.658, 215.1911
0.715, 215.8056
0.6562, 216.9461
0.6665, 215.2674
0.783, 217.3579
0.6451, 218.6243
0.6826, 220.2968
0.6552, 224.0747
0.8, 222.9278
0.8491, 225.8299
0.7819, 224.484
0.7695, 227.242
0.7586, 230.1901
0.7272, 232.806
0.7499, 236.1833
0.7853, 228.3715
0.6752, 230.4377
0.7247, 234.2612
0.7274, 231.419
1.1037, 230.2535
0.6819, 226.8455
0.6873, 226.9294
1.3329, 223.718
0.7307, 221.6263
0.656, 221.3109
0.6579, 221.7861
0.7111, 220.0553
0.6644, 220.9016
0.6857, 220.0587
0.6716, 221.9008
0.6852, 218.471
0.6753, 217.5578
0.6623, 220.4838
0.6913, 217.8354
0.6862, 219.4498
0.7158, 216.7803
0.6923, 216.7674
0.6579, 218.0029
0.683, 219.9163
0.8957, 214.4571
0.8002, 212.1398
0.7078, 213.3272
0.736, 214.6115
0.6578, 214.426
0.6882, 216.5992
0.666, 215.2904
0.6694, 215.2111
0.6899, 217.6761
0.6712, 217.5757
0.7017, 217.4545
0.664, 218.8871
0.6546, 222.0175
0.7251, 222.2269
0.7407, 225.9487
0.6618, 226.6676
0.6826, 231.7486
0.7795, 234.5057
0.8585, 237.3318
0.7634, 238.9412
0.8319, 241.1896
0.8407, 232.9013
0.7526, 234.4029
0.7529, 237.7165
0.7729, 235.3311
0.8321, 238.0069
0.8387, 238.3351
0.6864, 239.5332
0.6634, 242.4044
0.7022, 244.8547
0.669, 245.0447
0.6856, 246.8301
0.8088, 245.7465
0.6657, 242.7921
0.6553, 239.6366
0.7086, 237.6642
0.7555, 237.0362
0.6596, 234.4518
0.7083, 233.7644
0.6697, 234.4336
0.6601, 233.6623
0.6777, 233.2431
0.657, 232.0091
0.7169, 229.0668
0.6675, 230.2898
0.6778, 232.0052
0.7037, 231.6904
0.8921, 229.6041
0.7409, 228.5019
0.7538, 228.9509
0.7458, 229.0576
0.7783, 231.7126
0.6523, 230.3705
0.7381, 232.5874
0.7109, 231.8161
0.6585, 229.8783
0.6678, 232.723
0.6696, 236.3469
0.6965, 237.3458
0.7227, 238.1618
0.9319, 235.2486
0.6989, 236.0383
0.735, 239.3684
0.6728, 239.5689
0.6636, 243.8734
0.6851, 198.4883
0.6869, 152.1259
0.725, 151.6001
0.6729, 157.7551
0.6658, 163.9098
0.704, 169.9153
0.6769, 175.8926
0.7215, 181.3905
0.9034, 187.2722
0.6688, 191.4715
0.6645, 194.6617
0.71, 199.634
0.6616, 203.3285
0.6898, 208.1575
0.683, 211.2076
0.973, 215.7567
0.7729, 208.8779
0.8055, 202.0064
0.6865, 205.0385
0.742, 209.8398
0.6973, 213.6015
0.7176, 215.4543
0.7019, 219.4427
0.7301, 221.6416
0.7775, 222.565
0.7236, 224.3192
0.7595, 227.4149
0.6994, 230.7404
0.8329, 233.5741
0.7124, 234.3123
0.8595, 235.5121
0.7972, 237.2569
0.8565, 235.7064
0.7827, 233.968
0.8768, 236.5912
1.1833, 232.5965
0.8143, 223.15
0.9632, 223.0489
0.7649, 223.5856
0.6971, 222.111
0.7056, 223.7878
0.7959, 222.8056
0.6944, 220.8878
0.872, 223.4314
0.7158, 223.1684
1.2025, 222.8154
0.7182, 222.8721
0.729, 222.1709
0.9283, 216.0155
0.7174, 219.31
0.6943, 221.7137
0.7865, 225.8555
0.691, 227.816
0.7149, 228.2424
0.708, 231.494
0.695, 233.6476
0.7002, 237.2859
0.707, 234.478
0.7709, 235.6688
0.715, 235.3978
0.7015, 234.7101
0.6942, 238.1884
0.7977, 240.1005
0.7347, 241.8795
1.0903, 243.0387
0.7273, 235.2109
0.7204, 237.348
0.7002, 238.8048
0.7351, 240.5992
0.7156, 242.4295
0.7012, 243.1405
0.7909, 242.4328
0.6955, 243.4435
0.6864, 246.7743
0.6984, 247.3914
0.7326, 249.9782
0.6888, 249.6814
0.7777, 249.8723
0.7901, 250.0782
0.93, 249.8698
0.833, 250.4567
0.8171, 250.7507
0.8618, 251.2346
0.7788, 250.3124
0.7157, 245.1955
0.7174, 246.6535
0.7243, 246.5093
0.7475, 247.0894
0.6934, 243.5587
0.698, 244.071
0.7025, 245.7733
0.7132, 238.8367
0.7506, 241.3392
0.7465, 239.2768
0.7111, 237.0435
0.775, 237.0353
0.6909, 231.1645
0.7013, 215.5572
0.7151, 214.9698
0.764, 215.4701
0.8067, 210.4894
0.7734, 209.9433
0.7183, 207.3974
0.8099, 207.7393
0.7012, 207.0585
0.6858, 207.6866
0.7525, 203.6792
0.7323, 203.7596
0.6744, 204.3126
0.8382, 205.5683
0.7319, 206.534
0.6809, 207.7471
0.6742, 208.651
0.6759, 203.653
0.7183, 198.5825
0.9167, 196.776
0.6972, 195.8055
0.7358, 195.0912
1.1092, 198.5511
0.6807, 197.9281
0.6814, 198.4704
0.6894, 200.1725
0.7545, 201.2513
0.6631, 203.2842
0.697, 204.8333
0.787, 207.4875
0.7997, 208.6324
0.7993, 213.1088
0.7914, 216.0852
0.7522, 218.4439
0.7877, 218.1591
0.6733, 220.7545
0.6863, 224.4519
0.6415, 204.4238
0.8706, 179.4421
0.736, 176.949
0.7136, 168.7914
0.6756, 173.3955
0.6624, 176.0508
1.2671, 182.5754
0.7174, 180.4321
0.6728, 183.026
0.7796, 184.9405
0.6695, 187.8333
0.657, 190.5218
0.9439, 195.6362
0.6973, 194.0223
0.7136, 198.6045
0.6798, 203.6507
0.6907, 207.8358
0.6896, 208.035
0.6715, 210.6401
0.665, 214.7125
0.9931, 217.8701
0.6625, 218.9361
0.7174, 221.5503
0.8692, 217.3817
0.69, 219.6241
0.6982, 223.2083
0.679, 226.2614
0.6736, 226.5221
0.6527, 229.5035
0.6621, 231.8911
0.6654, 235.268
0.6758, 237.2381
0.74, 239.0024
0.6508, 241.1404
0.6816, 242.9026
0.6583, 244.5994
0.6672, 245.1343
0.6749, 248.5586
0.7255, 249.9008
0.7585, 252.4482
0.7868, 249.5124
0.8493, 250.1967
0.7638, 251.0084
0.7709, 250.2924
0.736, 246.1257
0.7438, 247.1755
0.7919, 248.4974
0.7228, 248.8442
0.9644, 249.4356
0.6681, 248.3173
0.8063, 237.5909
0.7394, 238.5011
0.6642, 240.95
0.6848, 242.743
0.6624, 245.6589
0.7081, 238.1431
0.6904, 236.8484
0.653, 238.3858
0.6985, 240.3394
0.6712, 242.6593
0.6624, 242.6393
0.7012, 245.2502
0.7573, 242.1834
0.7968, 241.4134
0.6678, 243.0757
0.671, 242.8452
0.6722, 245.0383
0.6685, 246.0106
0.6856, 248.1107
0.6806, 249.0112
0.7999, 244.5182
0.6989, 245.4001
0.7582, 241.6171
0.7215, 237.1258
0.6905, 236.9368
0.6752, 238.0912
0.7899, 234.5412
0.6604, 235.8491
0.645, 236.3826
0.6959, 234.5993
0.718, 234.8979
0.6999, 236.0945
0.6827, 238.3278
0.6568, 239.456
0.9462, 241.2005
0.669, 239.6854
0.9419, 242.0609
0.7434, 242.5117
0.8183, 243.8524
0.777, 244.4284
0.7853, 244.3333
0.7949, 245.6343
0.8631, 239.0296
0.7448, 229.1479
0.8408, 231.7698
0.8009, 233.7731
0.9522, 233.3353
0.7126, 229.3831
0.8929, 216.721
0.7053, 214.2293
0.7037, 213.188
0.8295, 214.7201
0.6814, 212.1015
0.6869, 211.4844
0.6879, 214.7059
0.6745, 214.5706
0.7011, 214.2661
0.7158, 215.6988
0.7085, 216.6686
0.7679, 215.1602
0.6826, 205.3945
0.811, 203.1429
0.7038, 205.0559
0.6809, 206.2108
0.7889, 208.8548
0.7289, 210.5589
0.6932, 207.4229
0.6958, 204.2517
0.8637, 203.6158
0.8249, 204.0967
0.8129, 205.8221
0.8674, 203.9053
0.6551, 201.3412
0.7085, 205.9128
0.6418, 201.0647
0.702, 205.8015
0.6633, 201.6525
0.7104, 205.4315
0.6726, 206.1429
0.7168, 210.8187
0.846, 214.1529
0.6869, 217.1315
0.6873, 220.8898
0.8446, 225.644
0.7028, 227.8858
0.7145, 231.2926
0.7004, 233.5819
0.7476, 236.7442
0.7034, 238.1524
1.0064, 237.463
0.7455, 234.1156
0.7971, 221.5985
0.6731, 210.6137
0.7559, 170.9274
0.7695, 174.9572
0.7171, 178.7772
0.7761, 181.9433
0.7629, 186.2576
1.1406, 190.9926
0.6939, 194.4388
0.7519, 197.794
0.8093, 201.7965
0.6972, 205.667
1.0422, 209.3164
0.755, 211.6962
0.7536, 211.0455
0.79, 215.2142
0.7316, 218.2253
0.729, 220.2659
0.917, 223.923
0.7689, 224.6777
0.7552, 227.8399
0.7273, 230.8294
0.8658, 234.057
0.8209, 236.8368
0.8915, 239.2525
0.8609, 237.7371
0.7478, 237.5701
0.7228, 240.7478
0.7444, 241.3295
0.7583, 243.5501
0.7757, 245.6153
0.8211, 247.0602
0.755, 247.6138
0.7163, 248.373
0.6942, 251.4937
0.8121, 253.2576
0.8092, 255.6281
0.7104, 256.4859
0.6944, 258.4103
0.6853, 259.6362
0.7182, 262.1549
0.7202, 258.0402
0.8976, 257.7347
0.6998, 258.1623
0.7068, 259.2084
0.7152, 259.6931
0.6655, 237.5732
0.6908, 224.9382
0.7814, 227.3275
0.7082, 230.5122
0.7225, 232.8658
1.042, 233.1286
1.0232, 230.787
0.7277, 228.7639
0.9266, 232.3756
0.6871, 233.5183
0.7733, 236.9518
0.7167, 239.5255
0.9777, 242.1162
0.7098, 241.4937
0.7254, 242.6322
0.7176, 245.9741
0.7427, 246.8465
0.756, 249.43
0.7331, 250.5772
0.756, 252.2763
1.1528, 253.1148
0.7665, 247.9636
0.6905, 250.6847
0.7755, 250.4987
1.1846, 251.65
0.9285, 250.7802
0.8765, 247.8192
0.7546, 249.5209
0.7157, 248.3625
0.6985, 250.7588
0.7408, 252.335
0.7057, 254.1001
0.8305, 254.9595
0.7651, 256.2642
0.7247, 256.4352
0.7509, 257.7195
0.717, 256.9942
0.6989, 256.4125
0.824, 258.8435
0.7719, 255.8242
1.3906, 253.4725
0.7106, 243.9488
0.6634, 239.7358
0.7539, 236.4294
0.7204, 233.8714
0.6731, 230.3713
0.7024, 229.2129
0.8091, 231.2614
0.6901, 215.3052
0.7464, 212.6921
0.7238, 213.6821
0.7047, 215.1026
0.7837, 215.5855
0.6734, 210.943
0.6979, 213.8417
0.8005, 211.1237
0.6901, 210.594
0.7355, 210.0476
0.6837, 207.8106
0.7128, 210.2582
0.7938, 210.4687
0.6608, 207.8509
0.7236, 209.8611
0.6721, 205.2389
0.7048, 208.4487
0.6758, 205.8274
0.7786, 207.6427
0.705, 208.0768
0.7219, 210.4272
0.6842, 212.3447
0.6764, 211.5712
0.8475, 210.636
0.9495, 210.1174
0.8654, 209.5632
0.7748, 209.3848
0.7532, 211.0267
0.7397, 210.2584
0.6669, 210.1261
0.6553, 208.164
0.6601, 204.2378
0.775, 206.3278
0.6579, 205.3273
0.6557, 201.7693
0.6724, 200.9849
0.7171, 202.4579
0.6583, 201.1891
0.6749, 200.5341
0.8833, 203.7932
0.6818, 201.7096
0.7558, 189.5713
0.8642, 192.2303
0.6708, 187.0741
0.6639, 188.3421
0.7099, 189.3517
0.7018, 186.5853
0.6928, 184.6155
0.6848, 182.2448
0.687, 182.136
0.821, 185.7313
0.7431, 184.6387
0.7426, 186.1177
0.7606, 188.9863
1.1109, 190.9833
0.6889, 193.2732
0.7294, 196.6947
0.7263, 197.206
0.6877, 198.038
0.6599, 199.6569
0.7948, 199.2936
0.6604, 198.6808
0.6863, 201.99
0.8238, 204.1918
0.7156, 203.9272
0.7305, 203.5346
0.678, 202.2906
0.7317, 207.8469
0.7972, 207.2143
0.7863, 205.9075
0.8346, 210.6259
0.7674, 210.8949
0.8263, 215.188
0.8194, 216.0458
0.6608, 216.7221
0.7062, 220.489
0.6512, 220.6494
0.7601, 222.6493
0.7784, 223.4077
0.7795, 225.3664
0.6999, 226.7323
0.7209, 229.0018
0.7684, 228.1479
0.7314, 217.3422
0.6607, 215.8012
0.7844, 219.5132
0.8567, 220.9524
0.7487, 217.5561
0.7305, 220.47
0.7212, 220.1258
0.6919, 219.7985
0.7693, 223.8213
0.7082, 223.815
0.6654, 220.7341
0.7496, 225.5725
0.7329, 226.2092
0.8699, 227.0442
0.6962, 230.4617
0.6627, 229.3302
0.713, 229.2289
0.6584, 224.3764
0.7321, 225.5093
1.0713, 225.8674
0.7195, 220.3071
0.7868, 222.2727
0.7339, 218.7878
0.8963, 219.7423
0.6797, 219.2974
0.7184, 220.8654
0.9241, 223.8829
0.7071, 220.5291
0.7468, 221.3553
0.7285, 221.3515
0.696, 219.872
1.0534, 219.9271
0.716, 218.8876
0.7364, 221.5046
0.7933, 211.257
1.0372, 215.6946
0.9085, 215.1525
0.7583, 211.7415
0.8738, 213.2103
0.8213, 213.01
0.7886, 211.2712
0.8077, 213.4227
0.715, 213.4005
0.81, 216.5589
0.7016, 207.4855
0.7266, 212.8696
0.6969, 215.4814
0.8113, 215.5742
0.6736, 204.3842
0.6962, 209.8833
0.75, 214.5956
0.7085, 218.9154
0.8429, 224.1893
0.6887, 228.3488
0.6767, 223.1536
0.7609, 223.9653
1.0339, 227.7267
0.7643, 224.4953
0.7055, 228.541
0.7249, 232.0975
0.7663, 231.7013
0.7185, 235.6273
0.748, 238.916
0.6948, 242.09
0.7493, 238.9992
0.7763, 242.7277
0.8742, 241.6609
0.6979, 244.2786
0.6751, 243.8395
0.8228, 248.1475
0.6954, 249.7025
0.754, 251.9096
0.7919, 252.7275
0.7652, 250.8889
0.7356, 252.9599
0.6671, 245.8829
0.7262, 249.5403
0.9069, 251.4792
0.7572, 249.17
0.7078, 251.5367
0.7104, 252.6537
0.7971, 251.3076
0.7522, 247.1181
0.8289, 244.4782
0.8635, 246.549
0.7887, 242.9543
0.8569, 241.7964
0.8271, 239.0229
0.7455, 236.1348
0.775, 236.2975
0.747, 234.0743
0.8004, 237.7119
0.7974, 222.2654
0.7381, 221.3348
0.6493, 220.0593
0.7114, 222.9488
0.7299, 223.9746
0.7341, 222.0326
0.7843, 222.5333
0.7251, 222.1804
0.7258, 224.4682
0.7004, 224.3981
0.715, 222.9933
0.8571, 223.3426
0.7484, 222.4559
0.9897, 223.0701
0.8385, 220.9971
0.746, 220.9085
0.6881, 221.0978
0.7105, 220.0706
0.7102, 224.7132
0.7674, 225.69
0.7294, 229.6512
0.9315, 227.8835
0.7417, 230.4824
0.8412, 230.1377
0.7267, 226.6324
0.719, 231.1968
0.7157, 233.0488
0.7399, 237.1364
0.8064, 233.5742
0.7149, 233.7211
0.743, 232.2592
0.717, 234.3742
0.6723, 232.2016
0.7431, 235.9964
0.7516, 237.3833
0.7304, 240.9437
0.7192, 236.992
0.8505, 235.7836
0.8011, 238.4012
0.929, 239.159
0.9371, 237.2154
0.8259, 234.9613
0.9493, 237.741
0.8234, 235.3256
0.7612, 233.1449
0.8713, 235.3251
0.7103, 220.9287
0.7079, 222.784
0.7382, 226.0267
0.7045, 229.6696
0.7011, 228.7391
0.7847, 228.7218
0.7366, 228.515
0.6892, 227.4199
0.9771, 231.2188
0.7536, 227.8093
0.8153, 232.2868
0.7744, 232.5624
0.8975, 234.072
0.7561, 232.2465
0.6994, 235.4092
0.7588, 233.2481
0.7262, 236.1218
0.7143, 237.9676
0.7146, 240.364
0.6622, 236.5704
1.1751, 239.2439
0.7588, 233.7825
0.9849, 236.4674
0.7145, 238.9337
0.7067, 236.0971
0.7588, 239.5886
0.7414, 242.2388
0.7405, 245.054
0.7045, 247.4317
0.7574, 248.7124
0.8965, 251.7137
1.4674, 248.7816
0.7385, 236.992
0.7004, 240.1124
0.7396, 241.7565
0.6909, 245.6094
0.7031, 247.6759
0.6819, 250.7
0.8279, 250.9261
0.9223, 252.7695
0.8464, 253.0975
0.8952, 253.8837
1.1897, 253.1126
0.8577, 245.7516
0.8126, 248.9417
0.7771, 248.7306
1.0223, 251.0839
0.6971, 250.348
0.7904, 252.258
0.8026, 240.5519
0.8138, 242.6869
1.0238, 243.4297
0.8215, 243.8468
0.8706, 239.6793
1.0272, 240.1037
0.751, 233.6066
0.7634, 233.5793
0.7188, 234.3901
0.7053, 236.249
0.7026, 238.6413
0.889, 239.393
0.7088, 234.7381
0.6678, 235.3157
0.6793, 235.9019
0.6509, 235.2601
0.652, 236.8768
0.6647, 236.9661
0.7451, 239.6489
0.6635, 239.2995
1.1049, 240.8427
0.6645, 239.5508
0.7506, 238.6184
0.8114, 240.6633
0.6944, 240.9328
0.8482, 242.9094
0.6952, 244.9375
0.6999, 245.6389
0.6605, 245.4442
0.7168, 245.5463
0.7706, 245.721
0.7188, 242.606
0.7527, 235.1918
0.7778, 233.867
0.7446, 231.9367
0.6991, 232.6242
0.7806, 236.4658
0.7756, 236.4526
0.7516, 239.9308
0.785, 241.4472
0.8653, 243.5257
0.8038, 243.8591
0.7789, 243.8165
0.7581, 246.3442
0.7633, 246.0881
0.8285, 248.2532
0.6612, 248.0742
0.6711, 251.2168
0.9168, 240.6378
0.6576, 240.4429
0.6723, 243.0564
0.6944, 244.1803
0.6789, 246.6857
0.7058, 242.5591
0.6809, 243.6507
0.7237, 245.9581
0.7768, 247.1547
0.893, 248.9504
0.7047, 246.0437
0.7206, 247.1756
0.6658, 243.538
0.6858, 243.2532
0.6741, 246.8436
0.6812, 248.14
0.7192, 249.6016
1.171, 248.5475
0.7044, 242.0435
0.7126, 242.8239
0.798, 241.3035
0.7299, 242.8768
0.691, 245.4276
0.7434, 246.3813
0.6854, 247.7864
0.6564, 248.81
0.6817, 251.4896
0.6674, 252.5082
0.6784, 253.7466
0.6546, 253.4979
0.668, 256.1131
0.6468, 256.9754
0.7092, 257.6509
0.6547, 259.4263
0.7239, 262.2564
0.8091, 264.5232
0.7872, 267.1805
0.784, 268.1368
0.8544, 269.4332
0.7929, 269.1924
0.7482, 269.455
0.75, 268.0006
0.6943, 265.5315
0.7043, 261.4702
0.6704, 259.3573
0.8214, 258.1713
0.6518, 256.4367
0.6587, 253.7055
0.6748, 254.946
0.6753, 253.5767
0.6803, 255.5766
0.6985, 240.1358
0.7277, 240.0483
1.1444, 239.4375
0.7071, 235.5601
0.6895, 235.8741
0.7276, 237.0126
0.6885, 238.5731
0.808, 241.567
0.7401, 243.2223
0.6914, 244.6245
0.6946, 246.6658
0.6882, 248.0293
0.7668, 245.5565
0.6731, 244.9819
1.2778, 246.0278
1.2178, 240.4619
0.7825, 232.2176
0.6591, 232.2392
0.6805, 234.7079
1.0256, 232.9398
1.0339, 231.1477
0.7065, 230.3636
0.665, 232.3529
0.7234, 234.2849
0.7177, 233.4165
0.6854, 235.2676
0.6807, 232.0358
0.6742, 234.1425
0.6874, 238.7032
0.6725, 239.4073
0.8296, 243.2153
0.792, 239.4335
0.7656, 238.3328
0.9464, 239.6167
0.7905, 238.4831
0.7677, 225.5233
0.824, 229.7198
0.7468, 228.9841
0.6667, 231.749
0.6913, 232.3424
0.7078, 229.2141
0.7427, 231.8964
0.6807, 230.7794
0.6689, 229.5674
0.7684, 233.6827
0.7015, 234.4009
0.7267, 237.1564
1.0385, 228.6376
0.6421, 227.0606
0.7825, 226.8052
0.6622, 230.0727
0.8313, 231.8605
0.6665, 232.3008
0.6837, 232.5842
0.7319, 228.8766
0.7266, 225.3202
0.7221, 225.2411
0.721, 224.5829
0.7238, 226.5982
0.6755, 225.1112
0.715, 229.3076
0.6765, 232.3
0.7656, 233.7295
0.8766, 229.109
0.758, 229.042
0.7674, 227.3192
0.841, 227.0245
0.7114, 227.7432
0.7427, 230.4276
0.6521, 230.9259
0.6646, 231.3897
0.6565, 234.3851
0.7308, 234.1978
0.7004, 234.9897
0.6618, 237.5627
0.761, 239.9162
0.6692, 237.4524
0.6783, 232.8238
0.7407, 236.8134
0.7471, 236.58
1.0302, 237.1742
0.7821, 234.254
0.788, 230.878
0.8281, 231.617
0.8282, 226.3772
0.8316, 227.1553
0.6968, 218.5278
0.7865, 218.3964
0.6752, 216.9411
0.6744, 216.1297
0.9735, 217.6531
0.681, 216.2372
0.6798, 205.4154
0.6897, 206.5055
0.7303, 206.1245
0.6623, 207.9696
0.6716, 206.5354
0.6688, 206.0527
0.7358, 205.361
0.6649, 205.3613
0.6682, 204.2646
0.6751, 206.952
0.6772, 206.3888
0.6536, 208.1195
0.6683, 207.4504
0.6526, 210.071
0.6898, 208.047
0.8178, 202.185
0.7252, 204.3281
0.737, 202.2735
0.8401, 201.6129
0.7246, 200.4659
0.7099, 199.3969
0.6573, 202.5829
0.6732, 201.6871
0.7304, 201.5086
0.6878, 201.4041
0.6768, 203.2108
0.7421, 206.1615
0.682, 205.0525
0.6521, 208.5971
0.7321, 210.0074
0.6927, 211.6947
0.6731, 209.7819
0.7303, 211.5905
0.7685, 213.2242
0.7689, 211.1251
0.9398, 211.9827
0.8995, 209.3102
0.8367, 207.1311
0.8461, 207.0126
0.9175, 207.7939
0.7965, 207.8559
0.8343, 200.3328
0.8204, 201.0182
0.8552, 202.0118
1.0131, 201.9164
0.7874, 200.3586
0.6933, 201.0719
0.6922, 201.7092
0.6924, 204.0617
0.7012, 203.9168
0.7053, 205.4766
0.6873, 205.9982
0.7943, 202.8974
0.7135, 205.4362
0.7273, 204.4003
0.6823, 204.6272
1.1053, 206.1256
0.683, 204.3385
0.7074, 205.1511
0.7813, 202.9435
0.7129, 203.692
0.7033, 205.7806
0.6776, 202.4324
0.7404, 203.8965
0.659, 205.8459
0.7805, 204.4307
0.7665, 204.7921
0.8035, 205.5554
0.7464, 206.9343
0.7991, 205.5466
0.6956, 206.7769
0.6865, 206.8579
0.7175, 206.2467
0.6877, 208.7122
0.6875, 206.1049
0.6781, 207.3171
0.769, 206.7459
0.6642, 209.4662
0.6994, 205.2425
0.6748, 207.5676
0.6829, 207.6672
0.8241, 201.1171
0.8906, 186.849
0.7071, 182.8082
0.6796, 186.4815
0.7019, 189.5082
0.6856, 192.0018
0.684, 194.4369
0.6847, 197.7383
0.7158, 198.2868
0.6708, 199.9872
0.7809, 197.9085
0.7056, 200.8405
0.6744, 202.9148
0.6931, 202.7871
0.6729, 206.7298
0.6772, 205.7868
0.8959, 206.5024
0.7162, 204.8919
0.7523, 204.7389
0.665, 205.9578
0.7213, 208.6338
0.6625, 210.5016
0.6956, 211.819
0.6861, 213.7364
0.6657, 214.7695
0.7202, 215.3975
0.6573, 216.1232
0.6642, 216.1344
0.6916, 215.9199
0.6691, 217.3515
0.6598, 220.0826
0.6787, 222.1643
0.8424, 223.1682
0.8025, 224.9586
0.7721, 227.8129
0.784, 230.1634
0.9357, 225.4357
0.732, 228.5077
0.7524, 228.1179
0.7374, 232.059
0.9945, 232.7057
0.6912, 226.1596
0.6602, 228.9948
0.6895, 232.0391
0.6613, 234.6345
0.8388, 224.815
0.6713, 226.8838
0.6963, 229.8117
0.6871, 231.3926
0.7022, 234.6039
0.7221, 234.7785
0.7219, 236.1732
0.6628, 238.7215
0.6626, 240.6858
0.6867, 241.0107
0.682, 241.9219
0.7872, 244.8179
0.9617, 227.3682
0.7479, 217.4576
0.651, 220.608
0.7202, 224.8766
0.6622, 227.3199
0.7889, 231.4409
0.8474, 234.5116
1.2439, 233.8857
1.043, 229.97
0.8178, 231.7892
0.6873, 233.1992
0.9208, 236.1727
0.7079, 237.1263
0.6588, 240.4618
0.6815, 242.0312
0.668, 245.5561
0.6555, 246.3904
0.6731, 249.1802
0.6727, 250.8778
0.7449, 252.4288
1.2781, 245.1255
0.7331, 239.423
0.9028, 239.9487
0.7327, 235.9274
0.7383, 235.0998
0.7964, 234.6662
1.0694, 234.9092
0.7032, 232.7591
0.6635, 234.5469
0.6579, 237.407
0.7039, 241.3298
0.6551, 243.0207
0.8832, 241.6014
0.6617, 242.3694
0.6799, 243.3392
0.6608, 245.6742
0.6951, 232.8338
0.7867, 236.4129
0.8003, 239.1836
0.6694, 240.4783
0.7025, 244.372
0.7566, 245.3609
0.6739, 238.5811
0.7043, 234.8663
0.6605, 234.994
0.9285, 230.8938
0.7512, 223.7324
0.6941, 218.8609
0.693, 215.8894
0.7386, 192.5105
0.9081, 179.511
0.9182, 170.4957
0.837, 162.8228
0.8503, 158.0243
0.9472, 153.8505
0.9271, 149.5284
0.95, 146.7275
1.0089, 121.6298
1.3238, 125.1414
1.2794, 127.8804
0.8334, 130.7348
0.6778, 136.3305
0.7031, 141.1559
0.7047, 147.0484
0.8721, 149.883
0.6991, 153.3295
0.6887, 158.1652
0.7055, 162.3782
