Time Taken(ms), FPS
1.0733, 158.7645
0.7476, 161.5704
0.6989, 164.9387
0.7199, 169.1929
0.7841, 168.8165
0.6696, 172.6257
0.6773, 174.5459
0.8194, 178.3505
0.6849, 181.525
0.7201, 184.134
0.7788, 187.2188
0.6906, 190.0563
0.6984, 191.018
0.7114, 195.1388
0.6926, 196.0545
0.678, 195.237
0.7506, 197.5952
0.8357, 197.2186
0.7344, 198.4125
0.7057, 198.1891
0.6899, 202.5096
0.6831, 201.9381
0.7063, 202.2252
0.6953, 205.4108
0.7259, 205.3842
0.6928, 206.9001
0.6907, 209.1216
0.725, 209.7665
0.6716, 211.4306
0.672, 216.7502
0.6606, 219.9017
0.6827, 224.9877
0.7712, 228.1325
0.8304, 228.6333
0.7564, 227.9777
1.0621, 230.7462
0.818, 231.6424
0.8333, 227.2898
0.8498, 230.4046
0.9559, 229.0734
0.7807, 226.8339
0.9657, 227.7764
0.8079, 225.8441
0.7985, 224.9987
0.7199, 210.3287
0.8106, 213.0853
0.6906, 212.9608
0.6608, 214.0209
0.6869, 216.3305
0.6797, 216.1573
0.6959, 215.6792
0.7692, 212.2631
0.7113, 212.7352
0.6755, 213.4658
0.7475, 211.2408
0.7361, 208.4397
0.6856, 209.4686
0.7152, 210.4565
0.6962, 211.8676
0.6782, 212.3811
0.7861, 214.5589
0.7479, 209.5671
0.7028, 210.3205
0.6755, 210.2235
0.8007, 215.802
0.7585, 216.1732
0.8479, 220.1732
0.7391, 223.0405
0.7601, 225.7208
0.7141, 227.7304
0.6597, 227.39
0.6751, 230.2059
0.6611, 231.6046
0.8684, 233.553
0.7105, 233.6763
0.6833, 228.5384
0.7303, 230.376
0.6883, 227.2141
0.8805, 226.6103
0.7204, 221.3121
0.6819, 221.6806
0.6837, 221.1917
0.7124, 219.7571
0.8694, 220.2317
0.6937, 215.4961
0.7093, 213.1824
0.6675, 215.5959
1.1579, 213.758
0.6835, 199.7436
0.6889, 198.7733
0.6938, 199.2135
0.7041, 201.8902
0.8189, 204.2405
0.6728, 200.6638
1.2815, 203.2131
0.949, 203.0556
0.7018, 201.956
0.7316, 202.6693
0.6706, 205.265
0.7014, 206.2631
0.7559, 208.6529
0.7274, 210.1594
0.7228, 208.9002
0.7084, 211.2103
0.6676, 213.045
0.6978, 211.7715
1.0376, 213.4343
0.7414, 212.1532
0.6707, 213.3562
0.7773, 214.714
0.6764, 216.1358
0.7948, 213.3916
1.4556, 213.9029
0.8179, 209.3006
0.7604, 211.4784
0.8238, 212.0044
0.8217, 210.7964
0.7857, 212.3948
0.8518, 208.8576
0.8257, 209.0189
0.7725, 208.8785
0.6867, 207.8728
0.7434, 209.6506
0.6704, 211.8273
0.6907, 211.9738
0.8209, 210.4476
0.6819, 211.978
0.707, 213.305
0.71, 214.694
0.6638, 215.0435
0.6888, 196.8644
0.6983, 201.581
0.7019, 202.0963
0.6642, 204.975
0.6787, 206.8112
0.722, 208.3917
0.6853, 210.1017
0.6872, 208.286
0.7774, 204.5177
0.7199, 205.8814
0.6715, 206.8201
0.8258, 207.6504
0.661, 210.7233
0.757, 210.5071
0.7908, 211.4304
0.6863, 212.7809
0.7177, 210.0781
0.693, 210.1273
1.2777, 208.9206
1.1319, 203.8027
0.6679, 202.0759
0.7685, 198.1723
0.7201, 195.4025
0.7224, 197.3571
0.7648, 196.6684
0.779, 191.8781
0.7015, 192.269
0.8058, 193.3588
0.7106, 191.6859
0.6707, 194.7169
0.7101, 191.0699
0.7149, 190.9382
0.7502, 191.0878
0.8439, 193.0249
0.7092, 189.4991
0.7929, 190.7828
0.6815, 192.367
0.6875, 192.3145
0.7061, 195.4238
0.7953, 195.1312
0.6898, 181.3256
0.7466, 184.1283
0.6747, 187.2843
0.714, 189.8834
0.8486, 193.8788
0.6951, 193.1503
0.6609, 196.5396
0.6869, 199.8174
0.705, 198.2466
0.6815, 201.3567
0.7405, 203.9306
0.7654, 204.8506
0.6607, 206.4343
0.724, 207.6127
0.7061, 209.6192
0.7087, 210.5122
0.7125, 209.7897
0.6644, 210.1887
0.6881, 210.64
0.6888, 212.5068
0.8424, 214.1736
0.9407, 214.037
0.8275, 217.0996
0.8193, 216.1596
0.8258, 219.7256
0.8677, 214.8289
0.7756, 217.3275
0.7937, 221.4028
0.7742, 224.1775
0.8678, 226.1801
0.6968, 228.5077
0.666, 227.5221
0.7496, 231.5131
0.6745, 234.1691
0.6837, 237.5558
0.6951, 239.9052
0.7435, 243.5347
0.6877, 240.1201
0.674, 238.6957
0.7452, 241.0701
0.8132, 241.2881
0.6992, 242.4994
0.6495, 244.146
0.7599, 247.8715
0.6504, 251.1311
0.7584, 253.9686
0.7712, 236.2968
0.7443, 239.0195
0.6611, 232.7545
0.7809, 236.6715
0.6844, 237.862
0.8346, 240.7587
0.7731, 241.1316
0.7756, 243.0936
0.7778, 244.4344
0.7475, 240.8228
0.7999, 240.2265
0.7525, 242.6564
0.8724, 245.4254
0.7251, 237.9099
0.7652, 235.8154
0.6716, 231.342
0.7644, 231.0972
0.7136, 226.3567
0.6577, 226.3557
0.7371, 226.5204
0.7718, 225.9687
0.7679, 230.5368
0.728, 229.6806
0.6564, 226.6918
0.6884, 232.5312
0.6934, 235.0487
0.703, 240.0866
0.728, 242.9917
0.7604, 239.2522
0.7026, 243.0617
0.7199, 245.4106
0.7708, 244.0285
0.6903, 241.3416
0.7364, 243.6271
0.7159, 244.381
0.7511, 247.5766
0.7066, 249.4134
0.9511, 246.6945
0.8058, 247.8126
0.8188, 247.949
1.0532, 247.6334
0.7127, 244.9056
0.7804, 247.7925
0.7328, 249.5688
1.0598, 245.8258
0.8196, 243.9347
0.771, 244.0594
0.8342, 243.7231
0.7205, 227.813
0.7056, 230.4865
0.76, 232.3316
0.7178, 236.407
0.8438, 238.3657
0.8656, 241.3884
0.8057, 242.2022
0.9122, 244.7703
0.8239, 246.2419
0.9605, 246.1398
0.7744, 247.2745
0.9207, 248.5812
0.7257, 249.8721
0.703, 251.6855
0.7322, 253.2998
0.7198, 254.0533
0.8347, 256.9258
0.7327, 255.7783
0.7338, 256.0306
0.7292, 256.9779
0.775, 257.8293
0.7126, 259.647
0.7218, 254.3672
0.6901, 257.0977
0.7633, 258.1888
0.7287, 259.8684
0.8418, 261.0216
0.7504, 261.4973
0.7332, 262.8109
0.7406, 264.2101
0.7311, 263.6916
0.8319, 264.1974
0.7419, 264.9537
0.7192, 263.4241
0.6868, 266.8258
0.7379, 266.637
0.8404, 267.5532
0.7163, 266.7209
0.7007, 268.5462
0.7047, 267.968
0.7397, 266.8361
0.7377, 240.8914
0.7193, 217.8824
0.7071, 223.335
0.7351, 226.7907
0.7286, 230.45
0.7312, 232.3683
0.7427, 235.7645
0.7023, 235.3739
0.8123, 237.6147
0.7443, 215.8883
0.7267, 206.3633
0.8415, 210.6518
0.8155, 213.8798
0.8616, 217.6885
0.8297, 216.3496
0.9277, 209.5824
0.8544, 209.299
0.902, 202.1297
0.8496, 203.6852
0.9345, 194.7248
0.933, 184.6262
1.1828, 179.8997
0.8861, 174.8396
0.8413, 171.9831
0.8486, 166.7669
0.7405, 163.4715
0.6748, 159.9453
0.6695, 158.2819
0.7081, 156.3871
0.7246, 155.1037
0.8008, 154.3672
0.7417, 151.2159
0.6776, 149.9283
0.6936, 144.8987
0.7098, 144.1254
0.6673, 143.1311
0.6533, 142.5205
0.7864, 142.4593
0.8077, 139.7643
0.8058, 139.3059
0.6876, 137.6034
0.6575, 136.4695
0.7794, 137.0051
0.6779, 136.978
0.6712, 137.785
0.7097, 136.1134
0.6871, 135.735
0.6649, 135.1438
0.684, 134.9716
0.6908, 135.606
0.7176, 136.2052
0.6759, 133.307
0.6686, 133.0836
0.6741, 132.0429
0.8744, 132.6692
0.6987, 131.7669
0.7071, 132.3081
0.6653, 133.2111
0.7417, 135.1128
0.7557, 135.0542
0.8001, 135.7392
0.7506, 136.3125
0.8314, 136.9564
0.6526, 138.2559
0.8328, 136.9366
0.6702, 137.3588
0.7195, 137.0717
0.7521, 137.6724
0.7377, 138.4705
0.7003, 138.8634
0.6906, 139.7263
0.6833, 137.3864
1.0183, 135.2349
0.8471, 129.8378
1.0549, 129.247
0.6739, 128.8689
0.6733, 129.1226
0.7828, 129.4187
0.6808, 129.1363
0.6553, 129.6435
0.6442, 130.6779
0.6548, 132.5475
0.664, 133.7516
0.6584, 134.9724
0.7146, 135.4799
0.7156, 134.5507
0.6866, 135.1231
0.66, 134.3454
0.6775, 135.2374
0.7673, 136.1904
0.7694, 136.9337
0.8309, 137.2607
0.7215, 135.977
0.7683, 136.9397
0.727, 137.4841
0.6678, 135.3403
0.6513, 135.6693
0.9114, 137.8353
1.0941, 134.0541
0.6862, 130.7399
0.6919, 131.9528
0.6592, 132.834
0.672, 134.054
0.6811, 134.5139
0.6666, 135.6636
1.1392, 135.2371
0.9376, 134.98
0.8512, 136.297
0.828, 135.9826
0.9865, 137.4335
0.9216, 138.1372
0.9045, 139.117
0.7955, 140.1517
0.9394, 140.8409
0.6805, 138.2252
0.6705, 138.4157
0.9759, 139.4208
0.6668, 138.4954
0.6743, 138.7634
0.7178, 138.1635
0.6501, 138.5775
0.665, 139.2676
0.6805, 139.9676
0.6664, 139.3699
0.6646, 139.9532
0.6673, 139.3043
0.6814, 138.5604
0.6764, 138.6974
0.6631, 138.8103
0.6851, 138.79
0.6907, 139.128
0.6803, 138.6985
0.7043, 141.1679
0.6691, 145.5467
0.7071, 145.1572
0.7403, 145.5395
0.7171, 152.7817
0.9316, 156.6704
0.7286, 157.2949
0.7519, 161.5525
0.7374, 162.7127
0.6609, 166.5972
0.6889, 166.6763
0.7854, 173.4194
0.6996, 179.9299
0.7261, 186.7735
0.704, 192.7529
0.7936, 198.3147
0.7205, 204.0907
0.8434, 209.7635
0.7062, 215.3077
1.1149, 217.0782
1.1936, 217.422
0.651, 212.4935
0.7788, 206.9256
0.8076, 210.9341
0.7196, 215.8822
0.7346, 215.8815
0.8244, 211.8606
0.7114, 217.1791
0.738, 221.1017
0.8341, 225.7079
0.7212, 228.4046
0.7108, 233.4509
0.7133, 236.2402
0.7674, 240.7798
0.7148, 239.3573
0.7265, 242.8305
0.8423, 245.1215
0.8544, 248.266
0.7999, 247.405
0.8933, 249.1989
0.7083, 252.1843
0.7715, 254.0374
0.7094, 255.344
0.7259, 256.7475
0.6901, 258.5898
0.682, 260.501
0.7795, 263.0561
0.6887, 263.6662
0.7248, 265.0477
0.6661, 254.623
0.7264, 240.4373
0.9175, 239.2929
0.7291, 235.1496
0.8037, 231.9341
0.9203, 231.3255
0.8319, 232.0448
0.7379, 231.8329
0.7327, 235.1499
0.7087, 229.89
0.7101, 212.787
0.7007, 201.7751
0.7202, 191.1772
0.7512, 183.5073
0.7074, 179.3861
0.6582, 176.4891
0.7241, 177.2294
0.7333, 183.3142
1.0008, 185.0422
0.7199, 183.1715
0.7532, 188.5772
0.7414, 183.4868
0.7413, 189.7341
0.7071, 194.8402
0.7753, 200.3743
0.685, 204.8944
0.7747, 210.456
0.7137, 214.8926
0.7962, 219.1046
0.8964, 218.3765
0.733, 207.6795
0.726, 210.4364
0.7526, 214.3707
0.7089, 218.3251
0.8917, 222.928
0.8092, 226.648
0.911, 228.1988
0.8102, 231.1577
0.836, 234.0733
0.8616, 237.3358
0.9069, 238.218
0.857, 241.0852
0.7932, 241.8251
0.7498, 245.4615
0.7233, 245.2319
0.8209, 247.446
0.6805, 247.222
0.7023, 248.7375
0.6882, 252.1615
0.7051, 254.6317
0.7052, 256.8596
0.6649, 249.5658
0.6951, 228.7459
0.6845, 213.705
0.6692, 201.3291
0.6929, 190.9263
0.7149, 183.3227
0.7247, 179.1908
0.7463, 174.4777
0.7165, 169.0151
0.8075, 165.6804
0.6762, 161.9235
0.6713, 156.9494
0.6676, 155.9257
0.7005, 154.1946
0.6776, 153.8353
0.7811, 151.3827
0.6927, 149.576
0.7505, 148.7989
0.6877, 146.2841
0.7749, 145.8498
0.6924, 145.8944
0.6597, 144.2877
0.7712, 144.7755
0.6768, 143.793
0.9282, 144.0271
0.71, 140.9055
0.77, 141.7901
0.6957, 139.9643
1.059, 142.9492
0.6905, 146.0139
0.9006, 146.523
0.6983, 152.422
0.6872, 157.6589
0.6569, 163.8499
0.6954, 170.7166
0.678, 176.5108
0.7503, 182.5771
0.6681, 185.5148
0.7405, 184.7277
0.7747, 189.7462
0.6833, 190.9944
0.764, 185.1118
0.6784, 179.5672
0.7162, 177.0503
0.6785, 169.3015
0.8009, 164.7211
0.9117, 159.0818
0.78, 155.2538
1.0165, 154.5022
0.862, 150.4316
0.8037, 148.0042
0.6618, 146.3613
0.67, 143.7148
0.6799, 144.5476
0.7753, 145.2667
0.6642, 144.9981
0.8219, 146.1081
0.699, 152.128
0.6697, 157.0332
0.6686, 162.7359
0.7454, 169.4599
0.667, 174.7802
0.79, 181.6562
0.6813, 185.5555
0.7129, 189.4391
0.7271, 193.8177
0.6864, 197.6633
0.8161, 201.6525
0.7492, 203.9553
0.7076, 207.7201
0.6789, 212.4552
0.6852, 215.4208
0.8645, 219.528
0.6971, 221.8537
0.7966, 225.7154
0.6968, 228.0646
0.765, 230.7444
0.6909, 234.504
0.8141, 235.638
0.7204, 237.4119
0.7651, 238.2507
0.7854, 240.002
0.6986, 241.8245
0.7182, 237.8842
0.6636, 238.9364
0.6821, 225.0239
0.7243, 228.0868
0.9179, 229.8134
0.6802, 230.1888
0.7946, 229.0965
0.6527, 231.8595
0.6707, 229.0641
0.927, 230.6012
0.8646, 229.5988
0.9382, 227.5132
1.0098, 228.4119
0.9724, 228.6253
0.7675, 227.4489
1.5268, 229.4118
0.7863, 228.294
0.7967, 228.2123
0.7673, 228.3154
1.0009, 225.5821
0.7776, 224.7106
0.7393, 228.2125
0.909, 231.1822
0.9461, 230.3334
0.6813, 230.6699
0.6759, 232.3949
0.7343, 236.5577
0.7279, 238.8677
0.6612, 240.9467
0.7077, 242.8902
0.6654, 245.1469
0.6994, 245.6949
0.6987, 247.4757
0.6863, 248.3991
0.7538, 250.1087
0.77, 246.7128
1.038, 241.4318
1.0737, 238.458
0.6843, 235.3667
0.7015, 236.946
0.7697, 238.4937
0.6679, 236.5573
1.0037, 233.5409
0.8529, 222.3238
0.7446, 208.9581
0.8028, 195.4417
0.915, 189.123
0.6744, 183.0085
0.7712, 176.4134
0.6675, 168.9337
0.7775, 160.2589
0.6945, 151.6626
0.6725, 148.6187
0.7612, 145.9133
0.7339, 144.4174
0.6974, 141.9735
0.8445, 139.0171
1.7625, 139.1793
1.4675, 130.759
0.7373, 127.5946
0.7161, 128.9634
0.9164, 128.928
0.7626, 128.6874
0.7313, 126.5683
0.7429, 128.1346
0.8016, 129.6041
0.6868, 126.5732
0.9797, 129.1668
0.6886, 128.3372
0.697, 129.0911
0.8273, 128.7424
0.6736, 129.5791
0.8127, 128.7574
0.9607, 129.5699
0.7465, 130.5806
0.6897, 132.6607
0.6559, 132.918
0.6645, 133.9906
0.7212, 135.1284
0.7452, 136.3384
0.7421, 139.2398
0.7962, 146.3075
0.9009, 151.1596
0.7662, 151.3424
0.6831, 155.9875
0.6979, 157.3672
0.6653, 164.4421
0.8138, 169.9923
0.6547, 176.4693
0.7651, 182.749
0.802, 183.8101
0.794, 181.9224
0.6661, 188.0978
0.6557, 193.7934
0.7094, 199.696
0.7027, 200.203
0.6593, 193.8797
0.7866, 189.1452
0.6536, 181.9657
0.8072, 179.2344
0.6993, 172.849
0.845, 169.7779
0.7745, 166.8977
0.663, 173.1244
0.8418, 176.0912
0.801, 175.5483
0.6876, 182.2372
0.6776, 188.179
0.7157, 184.4144
0.9287, 188.6514
0.6731, 193.7135
0.7162, 199.5312
0.726, 203.0831
0.8052, 205.8793
0.6852, 209.6013
0.6805, 213.6781
0.6982, 218.1709
0.6699, 221.7651
0.7156, 226.291
0.6673, 227.0065
0.6555, 227.8203
0.7451, 230.5166
0.7426, 232.6613
0.7184, 236.6425
0.6695, 238.6034
0.6737, 243.4049
0.6711, 244.7847
0.703, 247.1644
0.6907, 248.15
0.673, 246.1709
0.6664, 249.3954
0.6943, 250.3431
0.6559, 251.4322
0.6795, 253.1617
0.6515, 255.362
0.669, 252.674
0.9705, 254.4198
0.6548, 255.1209
0.7237, 257.657
0.6616, 258.8965
0.733, 260.3867
0.7896, 240.7117
0.6673, 237.1369
0.7155, 239.6147
0.6584, 242.7839
0.6762, 244.3727
0.6808, 248.0793
0.6732, 249.3671
0.7184, 252.2502
0.6817, 253.5345
0.727, 256.03
0.69, 257.5134
0.7592, 257.4597
0.6889, 258.4358
0.6574, 259.7646
0.687, 261.7571
0.6927, 260.3114
0.6553, 260.6361
0.6773, 261.1218
0.7823, 249.2984
0.6891, 242.7667
0.9298, 243.4267
0.8031, 244.6751
0.6875, 237.4622
0.707, 224.1455
0.6452, 225.9142
0.7423, 229.3781
0.6709, 227.1529
0.7471, 226.536
0.6651, 226.9489
0.6798, 222.0105
0.6828, 224.6337
0.6587, 226.103
0.6578, 225.4976
0.7262, 227.1482
0.6582, 232.0578
0.6638, 232.6071
0.6821, 236.9508
0.7027, 238.3821
0.669, 238.5347
0.6837, 239.1586
0.7758, 238.1387
0.7047, 235.0077
0.9246, 108.1757
0.7645, 106.5421
0.7837, 111.5521
0.6917, 117.2896
0.7019, 122.2548
0.8761, 126.4205
0.7104, 131.1378
0.6863, 136.4167
0.801, 136.2563
0.6796, 134.7981
0.6981, 139.206
1.2799, 144.4129
0.6858, 147.7952
0.6972, 152.2355
0.6805, 155.2631
0.72, 160.5215
0.8098, 165.2564
0.8295, 168.2195
0.6993, 172.8916
0.7064, 173.7551
0.6605, 177.7846
0.6616, 172.3192
0.7704, 171.2843
0.728, 174.8358
0.8186, 168.4231
0.794, 169.3247
0.7227, 171.8454
0.6927, 168.5509
0.6822, 173.6053
0.7211, 176.3556
0.714, 178.8184
0.7239, 173.9218
0.8267, 173.6657
0.7431, 176.6008
0.8091, 178.8893
0.6768, 180.9579
0.6967, 184.7414
0.6847, 189.1699
0.7138, 188.6224
0.7435, 192.0293
0.7113, 181.5417
0.7139, 177.9683
0.7334, 183.9328
0.693, 186.9022
0.6709, 190.7777
0.6801, 194.6516
0.8063, 189.2783
0.68, 193.5294
0.894, 194.4604
0.6767, 194.2818
0.6819, 194.3444
0.6885, 196.0229
0.6612, 200.0148
0.7103, 201.0653
0.7305, 200.9732
0.6729, 202.9477
0.8955, 204.005
1.0201, 201.5025
0.7925, 200.8563
0.756, 202.1576
0.6688, 203.2606
0.8297, 204.9851
0.6803, 206.8533
0.786, 207.1325
0.7486, 209.0928
0.6912, 210.6754
0.7086, 208.2255
0.8049, 209.3484
0.9428, 205.6304
0.7011, 201.987
0.6686, 204.32
0.76, 205.334
0.8737, 205.8556
0.6626, 207.9557
0.712, 209.6522
0.6913, 210.272
0.7382, 204.4296
0.8331, 201.5185
0.805, 201.2679
0.8263, 201.5092
0.6603, 203.7525
0.7373, 206.3006
0.7104, 205.9624
0.6954, 206.6594
0.7523, 207.7969
0.6938, 208.2248
0.6985, 206.5876
0.7194, 208.317
0.8536, 194.8661
0.7234, 195.778
0.7061, 200.9282
0.8933, 200.8273
0.6696, 203.261
0.6545, 208.1545
0.6644, 213.9055
0.8894, 211.1051
0.7345, 202.4411
0.6987, 206.4082
0.7053, 207.8185
0.6795, 208.7416
0.6865, 209.2497
0.7119, 212.0211
0.6777, 213.5214
0.7009, 213.8203
0.6585, 217.8663
0.7061, 217.0198
0.6873, 219.2436
0.6731, 219.2702
0.7575, 208.1683
0.6928, 209.1357
0.7558, 212.3906
0.7427, 215.2048
0.7726, 214.4137
0.797, 219.8303
0.7852, 223.2244
0.7875, 228.0732
0.7859, 229.6168
1.254, 229.6964
1.1536, 227.6164
1.012, 226.6638
0.9186, 225.9402
0.8367, 225.6804
0.8182, 227.0844
1.6752, 217.5154
0.7292, 212.7697
0.9278, 211.661
0.7531, 205.9481
0.6804, 200.5341
0.7886, 198.8129
0.676, 201.5577
0.6979, 201.4325
0.6827, 187.7914
0.7113, 182.6563
0.8574, 184.7972
0.8906, 186.7549
0.6713, 189.8747
0.7648, 192.4784
0.7463, 194.6537
0.6918, 198.2716
0.6945, 200.0777
0.7399, 203.2635
0.6675, 204.9655
0.9926, 205.313
0.7624, 207.7382
0.6923, 211.5831
0.757, 212.9781
0.6657, 215.1751
0.7486, 218.9904
0.6706, 224.3803
0.6539, 227.0773
0.6834, 231.2856
0.6779, 234.2155
0.7049, 237.2049
0.6952, 239.8778
0.6973, 243.0854
0.6813, 245.4969
0.7982, 247.6514
0.6977, 249.6006
0.74, 237.0657
0.6831, 226.0001
0.701, 230.5471
0.6728, 232.7174
0.7604, 233.8409
0.6904, 234.1854
0.7013, 231.421
0.682, 232.1281
0.9847, 230.4201
0.8456, 217.7373
0.7391, 217.8198
0.7361, 221.6835
0.6458, 223.626
0.7014, 227.2879
0.7814, 228.4928
0.7273, 227.9979
0.7774, 230.8714
1.3216, 201.2217
0.6761, 190.1792
0.7982, 196.5289
0.7465, 200.2885
0.8766, 203.5947
0.724, 208.727
0.7264, 212.8098
0.8401, 218.2463
0.7109, 221.282
0.7388, 226.3033
0.7469, 229.4044
0.8108, 234.2698
0.7367, 235.3952
0.7343, 239.3205
0.8515, 241.3676
0.7639, 244.5136
0.7296, 246.3256
0.8079, 248.2837
0.7137, 250.1992
1.045, 250.8527
0.7635, 249.873
0.7488, 251.5072
0.7382, 252.9202
0.7152, 254.057
0.7425, 253.646
0.7122, 254.6621
0.8182, 256.9304
0.7158, 257.6407
0.8071, 259.2146
0.7219, 259.8512
0.9747, 260.1314
0.7242, 257.9707
0.7219, 256.3499
0.736, 258.782
0.7129, 259.2231
0.6998, 260.6547
0.9192, 260.0264
0.9054, 256.0808
0.8337, 255.1511
0.8882, 252.9282
0.7892, 254.0727
0.7829, 254.3226
1.0275, 253.7078
0.7577, 254.5489
0.9042, 252.0265
0.7886, 254.0358
0.8665, 252.6269
0.8525, 252.0856
0.8591, 251.8203
0.9259, 252.8281
0.6927, 253.2388
0.7441, 254.4939
0.7392, 239.0634
0.7247, 241.7659
0.7038, 243.5532
0.7257, 246.195
0.7526, 243.4803
0.7192, 247.0986
0.704, 247.2022
0.7662, 249.6665
0.8038, 249.3567
0.873, 249.8028
0.7432, 250.2627
0.8787, 248.5391
0.7541, 250.0469
0.7329, 249.3961
0.7882, 249.5996
0.7422, 249.6265
0.8074, 249.2568
0.764, 249.7269
0.7106, 250.7292
0.7187, 251.6331
0.6971, 253.1385
0.74, 255.5973
0.7015, 256.9984
0.7398, 258.9696
0.6982, 259.5918
0.8695, 261.5623
0.744, 261.3106
0.7523, 259.0884
0.7435, 260.5702
0.7482, 261.2614
0.7343, 260.0479
0.7354, 257.4923
0.7432, 259.3845
0.728, 259.7226
0.7303, 260.9041
0.7132, 261.0255
0.8898, 259.3873
0.7201, 257.8519
0.7873, 257.559
0.7246, 259.0891
0.7027, 256.3374
0.9119, 258.9039
0.7683, 252.9261
0.7279, 251.5368
1.017, 248.9826
0.7189, 241.2621
0.6738, 234.5099
0.758, 231.1411
0.7562, 230.4777
0.6897, 229.6963
0.6875, 209.9863
0.6738, 208.2004
0.8045, 205.3355
0.7637, 207.2895
0.6741, 207.0452
0.765, 206.9906
0.666, 208.8305
0.7582, 209.8294
0.7474, 210.9292
0.701, 212.6662
0.8001, 213.6722
0.8009, 214.1691
0.7458, 214.6592
0.7867, 214.5429
0.8075, 216.0553
0.67, 214.5959
0.6631, 213.5188
0.8081, 215.9302
0.7855, 215.6668
0.6636, 215.9592
0.7559, 214.7898
0.7573, 215.6714
0.7638, 211.6521
0.7911, 210.5298
0.7886, 210.8749
0.6984, 210.7622
0.6733, 208.5434
0.6776, 209.2156
0.7619, 210.5585
0.6685, 205.542
1.2155, 209.0018
0.6856, 204.6579
0.7282, 206.7281
0.6702, 205.7416
0.7388, 205.7267
0.6778, 208.717
0.764, 213.4819
0.7684, 214.8027
0.7509, 212.3309
0.7105, 217.7303
0.6953, 220.4238
0.7693, 221.2745
0.7228, 212.6173
0.7632, 214.6431
0.7761, 214.6878
0.8773, 213.0046
0.6768, 210.1096
0.757, 211.6273
0.7698, 209.2895
0.7497, 211.9267
0.7147, 212.4716
0.6763, 211.0693
0.6833, 211.0638
0.7589, 212.0346
0.8052, 206.6414
0.6769, 195.7686
0.6876, 196.9441
0.6759, 191.0404
0.6962, 194.4509
0.8177, 191.7098
0.7883, 194.8905
0.728, 198.8346
0.6729, 192.8541
0.7419, 189.7076
0.7237, 195.0929
0.7322, 199.0606
0.729, 192.2339
0.6997, 197.5673
0.7062, 201.8913
0.6914, 195.0803
0.8552, 197.2642
0.8511, 202.2281
0.7553, 203.8894
0.6645, 202.5641
0.7476, 204.428
0.6773, 204.1438
0.7586, 192.0762
0.8021, 186.6609
0.7225, 187.8979
0.7334, 190.6503
0.7709, 193.7202
0.7507, 187.0989
0.7084, 190.2718
0.669, 191.9093
0.89, 196.6129
0.7586, 198.517
0.7214, 197.7403
0.7217, 203.5514
0.6768, 202.3117
0.7598, 204.9319
0.7314, 210.6091
0.7538, 213.246
0.7201, 218.6491
0.7105, 222.3752
0.7455, 227.6176
0.698, 230.771
0.7457, 234.9608
0.7281, 237.5592
0.8065, 240.8827
0.8456, 243.1559
0.9119, 240.8733
0.9256, 243.1632
0.8246, 240.3466
0.8199, 242.851
0.8479, 241.8288
0.8516, 241.9415
0.8342, 243.6992
0.7567, 242.8183
0.6934, 246.5285
0.8175, 247.4266
0.7964, 249.3204
1.2529, 249.1583
0.9059, 244.332
0.8574, 247.0458
0.8684, 245.4922
1.0571, 247.3775
0.8499, 246.2657
1.4229, 246.7315
0.8443, 245.3422
1.2825, 244.1361
0.9878, 244.4021
0.9224, 244.4392
1.0699, 245.6214
0.8691, 245.1866
0.7124, 245.6922
0.6795, 249.696
0.6753, 253.0292
0.6865, 254.5532
0.6951, 257.5569
0.7854, 259.8535
0.7078, 259.2043
0.7498, 237.9245
0.6981, 241.9841
0.804, 244.5781
0.7617, 246.937
0.7025, 246.7489
0.8256, 248.3205
0.7174, 248.7279
0.6866, 239.4388
0.7897, 238.5907
0.7351, 233.2927
0.724, 229.1053
0.7292, 217.4857
0.8728, 199.5234
0.7136, 187.2084
0.7457, 178.8616
0.8403, 176.6331
0.733, 180.5583
0.7722, 176.8181
0.7592, 173.4678
0.7999, 169.0579
0.6706, 168.5755
0.7155, 166.0288
0.7113, 167.1118
0.743, 172.4199
0.82, 172.3681
0.6728, 173.4003
0.6717, 169.1391
0.7224, 172.6548
0.7013, 177.0168
0.668, 177.2568
0.7916, 181.8668
0.782, 183.3884
0.7724, 185.6201
0.9022, 187.0616
0.6589, 184.7377
0.7126, 186.3981
0.675, 187.0171
0.7225, 177.8576
0.7106, 180.3054
0.6746, 179.3924
0.7594, 182.5432
0.7689, 186.131
0.6774, 187.0812
0.7573, 191.1221
0.7673, 191.5004
0.6938, 191.823
0.8003, 195.4234
0.6718, 195.8712
0.7225, 198.342
0.884, 197.7115
0.7625, 199.0015
0.7416, 200.9065
0.6636, 200.1455
0.7795, 200.6953
0.7076, 198.7534
1.0424, 199.2868
0.7449, 198.4526
0.7459, 199.8031
0.7063, 201.7221
0.6698, 201.686
0.7047, 202.1794
0.7548, 206.9895
0.7954, 206.1262
0.958, 205.5627
0.7992, 208.1925
1.3519, 207.6131
0.7684, 207.9916
0.7043, 212.9899
0.8422, 218.0182
0.7169, 221.6128
0.6703, 220.4276
0.7229, 225.7355
0.6953, 229.2796
0.7574, 228.5762
0.6796, 233.1123
0.7289, 238.2728
0.6825, 241.9694
1.1826, 246.2037
0.7131, 245.0788
0.6961, 246.7017
0.8645, 249.5969
0.8355, 232.1778
0.9238, 233.5903
0.8902, 232.4781
